Date,AXISBANK,ADANIPORTS
2013-02-08,1450.8,151.85
2013-02-11,1494.1,153.5
2013-02-12,1482.95,153.7
2013-02-13,1477.55,154.9
2013-02-14,1432.3,148.4
2013-02-15,1449.3,149.95
2013-02-18,1432.05,149.05
2013-02-19,1439.4,152.55
2013-02-20,1439.4,150.45
2013-02-21,1404.8,145.6
2013-02-22,1411.9,149.7
2013-02-25,1401.15,148.1
2013-02-26,1367.75,141.45
2013-02-27,1400.0,143.3
2013-02-28,1344.15,138.65
2013-03-01,1363.7,140.1
2013-03-04,1368.9,136.15
2013-03-05,1403.2,145.95
2013-03-06,1402.15,144.3
2013-03-07,1403.3,145.9
2013-03-08,1407.0,145.95
2013-03-11,1401.2,142.0
2013-03-12,1384.75,138.9
2013-03-13,1346.7,135.4
2013-03-14,1352.8,139.95
2013-03-15,1339.85,138.8
2013-03-18,1325.1,139.05
2013-03-19,1321.5,136.0
2013-03-20,1299.25,132.35
2013-03-21,1311.7,127.3
2013-03-22,1300.05,124.1
2013-03-25,1309.35,128.05
2013-03-26,1294.2,131.4
2013-03-28,1300.7,138.7
2013-04-01,1314.9,142.45
2013-04-02,1301.35,147.15
2013-04-03,1278.15,146.05
2013-04-04,1243.85,140.75
2013-04-05,1229.55,144.75
2013-04-08,1203.2,144.05
2013-04-09,1203.2,145.3
2013-04-10,1239.3,151.3
2013-04-11,1252.15,149.3
2013-04-12,1264.3,148.5
2013-04-15,1294.2,145.4
2013-04-16,1363.3,146.2
2013-04-17,1377.2,141.0
2013-04-18,1429.4,145.25
2013-04-22,1441.15,150.35
2013-04-23,1444.8,147.3
2013-04-25,1503.4,145.5
2013-04-26,1486.35,144.85
2013-04-29,1475.4,145.4
2013-04-30,1492.7,145.0
2013-05-02,1516.0,146.3
2013-05-03,1474.8,155.55
2013-05-06,1459.75,152.45
2013-05-07,1503.95,150.35
2013-05-08,1489.7,154.4
2013-05-09,1454.15,151.55
2013-05-10,1469.9,150.95
2013-05-11,1472.45,151.1
2013-05-13,1452.0,150.35
2013-05-14,1467.5,149.95
2013-05-15,1508.7,152.5
2013-05-16,1530.9,162.0
2013-05-17,1535.25,168.25
2013-05-20,1529.7,167.6
2013-05-21,1520.55,160.65
2013-05-22,1512.95,154.65
2013-05-23,1455.2,152.45
2013-05-24,1461.2,156.65
2013-05-27,1478.15,158.0
2013-05-28,1468.5,157.85
2013-05-29,1459.6,153.5
2013-05-30,1432.7,154.65
2013-05-31,1430.55,152.05
2013-06-03,1430.85,153.55
2013-06-04,1395.45,155.35
2013-06-05,1382.25,154.55
2013-06-06,1418.1,152.5
2013-06-07,1378.25,152.05
2013-06-10,1355.25,150.8
2013-06-11,1322.7,148.3
2013-06-12,1274.45,144.15
2013-06-13,1270.65,143.3
2013-06-14,1298.0,148.6
2013-06-17,1316.05,150.0
2013-06-18,1286.6,153.95
2013-06-19,1285.05,150.35
2013-06-20,1239.8,148.9
2013-06-21,1259.7,151.45
2013-06-24,1243.05,150.75
2013-06-25,1231.45,145.0
2013-06-26,1248.4,147.8
2013-06-27,1275.05,149.75
2013-06-28,1325.2,150.3
2013-07-01,1348.8,151.55
2013-07-02,1308.5,150.05
2013-07-03,1277.85,149.15
2013-07-04,1264.95,148.9
2013-07-05,1288.05,148.4
2013-07-08,1252.55,149.2
2013-07-09,1264.35,149.3
2013-07-10,1256.75,149.25
2013-07-11,1287.75,150.0
2013-07-12,1291.55,151.85
2013-07-15,1308.9,149.3
2013-07-16,1230.85,148.6
2013-07-17,1193.7,146.7
2013-07-18,1238.2,149.75
2013-07-19,1191.9,146.7
2013-07-22,1200.1,145.65
2013-07-23,1202.85,146.8
2013-07-24,1125.15,145.65
2013-07-25,1127.25,147.35
2013-07-26,1107.5,143.6
2013-07-29,1098.25,139.45
2013-07-30,1093.0,135.7
2013-07-31,1034.55,125.25
2013-08-01,1085.8,140.95
2013-08-02,1103.2,125.25
2013-08-05,1124.35,123.25
2013-08-06,1089.85,130.05
2013-08-07,1068.75,134.2
2013-08-08,1085.6,142.2
2013-08-12,1070.45,144.35
2013-08-13,1142.75,144.35
2013-08-14,1149.6,145.45
2013-08-16,1048.95,141.95
2013-08-19,988.0,131.25
2013-08-20,981.3,127.7
2013-08-21,977.95,126.7
2013-08-22,969.65,122.3
2013-08-23,981.5,123.35
2013-08-26,934.1,123.8
2013-08-27,877.65,123.5
2013-08-28,837.95,122.8
2013-08-29,850.75,127.75
2013-08-30,832.95,125.95
2013-09-02,864.3,130.4
2013-09-03,782.85,121.95
2013-09-04,801.5,123.7
2013-09-05,927.5,122.55
2013-09-06,952.4,126.85
2013-09-10,998.3,129.4
2013-09-11,1029.7,128.2
2013-09-12,1019.95,129.15
2013-09-13,1059.6,136.2
2013-09-16,1087.55,136.25
2013-09-17,1053.55,132.3
2013-09-18,1079.6,133.05
2013-09-19,1140.2,137.95
2013-09-20,1102.35,139.7
2013-09-23,1030.05,139.6
2013-09-24,1025.55,138.9
2013-09-25,1034.05,140.7
2013-09-26,1031.35,141.05
2013-09-27,1030.9,140.6
2013-09-30,1007.85,138.05
2013-10-01,1044.1,138.7
2013-10-03,1104.7,140.85
2013-10-04,1092.55,142.9
2013-10-07,1071.85,144.7
2013-10-08,1066.8,144.5
2013-10-09,1079.3,145.8
2013-10-10,1066.25,145.8
2013-10-11,1099.65,150.4
2013-10-14,1109.1,150.95
2013-10-15,1081.45,151.3
2013-10-17,1096.35,150.15
2013-10-18,1156.2,152.75
2013-10-21,1175.85,156.9
2013-10-22,1201.15,159.8
2013-10-23,1210.1,159.0
2013-10-24,1207.2,154.9
2013-10-25,1190.75,144.4
2013-10-28,1191.5,145.1
2013-10-29,1250.4,145.1
2013-10-30,1221.9,146.45
2013-10-31,1222.7,145.5
2013-11-01,1218.9,144.85
2013-11-03,1219.3,144.55
2013-11-05,1227.0,151.85
2013-11-06,1213.0,150.9
2013-11-07,1171.3,148.3
2013-11-08,1119.2,148.4
2013-11-11,1077.15,149.9
2013-11-12,1047.85,146.2
2013-11-13,1030.6,145.25
2013-11-14,1097.1,152.8
2013-11-18,1139.85,154.8
2013-11-19,1135.05,154.6
2013-11-20,1131.45,156.3
2013-11-21,1086.3,152.05
2013-11-22,1082.25,152.7
2013-11-25,1115.45,161.25
2013-11-26,1116.1,158.05
2013-11-27,1120.85,151.7
2013-11-28,1120.25,157.05
2013-11-29,1155.95,157.95
2013-12-02,1190.75,159.7
2013-12-03,1193.65,158.1
2013-12-04,1191.05,154.45
2013-12-05,1241.5,160.4
2013-12-06,1279.75,163.3
2013-12-09,1303.5,164.85
2013-12-10,1264.85,159.95
2013-12-11,1273.2,156.95
2013-12-12,1247.7,154.2
2013-12-13,1239.8,152.0
2013-12-16,1261.4,156.35
2013-12-17,1256.1,157.55
2013-12-18,1282.85,158.3
2013-12-19,1257.0,167.2
2013-12-20,1277.85,163.2
2013-12-23,1291.25,161.95
2013-12-24,1282.95,159.3
2013-12-26,1297.05,159.95
2013-12-27,1294.5,160.0
2013-12-30,1286.25,157.05
2013-12-31,1299.55,155.4
2014-01-01,1292.2,156.3
2014-01-02,1272.3,152.65
2014-01-03,1260.9,149.9
2014-01-06,1256.3,150.85
2014-01-07,1234.25,145.95
2014-01-08,1211.75,150.75
2014-01-09,1184.85,149.55
2014-01-10,1164.05,148.3
2014-01-13,1184.9,143.75
2014-01-14,1177.05,147.05
2014-01-15,1178.3,150.1
2014-01-16,1176.15,150.8
2014-01-17,1152.95,148.65
2014-01-20,1163.2,150.95
2014-01-21,1188.55,147.65
2014-01-22,1188.85,147.9
2014-01-23,1216.0,148.3
2014-01-24,1204.6,145.0
2014-01-27,1161.1,143.95
2014-01-28,1121.75,142.0
2014-01-29,1140.25,146.65
2014-01-30,1108.8,141.65
2014-01-31,1122.95,146.95
2014-02-03,1123.9,143.95
2014-02-04,1121.8,146.9
2014-02-05,1123.7,145.7
2014-02-06,1102.95,146.4
2014-02-07,1125.45,147.5
2014-02-10,1118.95,148.05
2014-02-11,1120.95,148.25
2014-02-12,1119.6,146.05
2014-02-13,1101.5,144.15
2014-02-14,1103.05,147.05
2014-02-17,1115.25,151.2
2014-02-18,1165.4,159.65
2014-02-19,1166.15,164.1
2014-02-20,1157.85,164.8
2014-02-21,1193.35,167.25
2014-02-24,1238.2,164.5
2014-02-25,1236.75,159.0
2014-02-26,1239.25,160.75
2014-02-28,1267.05,167.25
2014-03-03,1255.5,171.65
2014-03-04,1293.55,175.45
2014-03-05,1307.65,176.9
2014-03-06,1329.5,179.15
2014-03-07,1406.8,186.9
2014-03-10,1426.55,187.85
2014-03-11,1417.5,184.6
2014-03-12,1397.9,183.65
2014-03-13,1381.15,179.2
2014-03-14,1354.9,183.2
2014-03-18,1349.1,188.75
2014-03-19,1385.55,185.2
2014-03-20,1357.35,181.6
2014-03-21,1394.25,181.7
2014-03-22,1389.2,181.6
2014-03-24,1410.7,178.5
2014-03-25,1400.9,179.9
2014-03-26,1430.1,178.8
2014-03-27,1429.95,179.75
2014-03-28,1461.95,186.15
2014-03-31,1460.5,187.45
2014-04-01,1468.5,186.3
2014-04-02,1467.15,186.0
2014-04-03,1434.85,181.3
2014-04-04,1428.15,179.85
2014-04-07,1422.05,177.0
2014-04-09,1483.95,183.45
2014-04-10,1503.7,193.0
2014-04-11,1495.75,193.65
2014-04-15,1445.2,187.0
2014-04-16,1431.95,194.1
2014-04-17,1464.65,198.4
2014-04-21,1503.8,204.0
2014-04-22,1500.1,204.8
2014-04-23,1519.8,204.45
2014-04-25,1532.7,198.7
2014-04-28,1529.55,192.15
2014-04-29,1528.4,191.55
2014-04-30,1517.2,188.2
2014-05-02,1530.15,185.85
2014-05-05,1551.55,186.05
2014-05-06,1536.95,192.5
2014-05-07,1537.7,189.5
2014-05-08,1553.75,190.2
2014-05-09,1629.0,204.7
2014-05-12,1646.55,204.6
2014-05-13,1648.75,224.5
2014-05-14,1636.5,217.05
2014-05-15,1664.05,220.4
2014-05-16,1755.0,225.0
2014-05-19,1859.6,231.65
2014-05-20,1856.95,235.8
2014-05-21,1815.15,225.65
2014-05-22,1841.65,225.05
2014-05-23,1864.5,227.7
2014-05-26,1872.95,223.25
2014-05-27,1849.05,214.45
2014-05-28,1859.9,220.4
2014-05-29,1865.7,211.9
2014-05-30,1836.15,227.5
2014-06-02,1900.85,226.15
2014-06-03,1899.65,240.3
2014-06-04,1924.7,243.85
2014-06-05,1946.35,241.65
2014-06-06,1973.6,257.65
2014-06-09,1967.25,254.0
2014-06-10,1932.5,246.05
2014-06-11,1940.8,238.2
2014-06-12,1902.75,236.95
2014-06-13,1818.0,230.6
2014-06-16,1773.1,228.1
2014-06-17,1839.6,236.1
2014-06-18,1848.5,231.05
2014-06-19,1841.8,225.95
2014-06-20,1866.35,232.6
2014-06-23,1882.95,237.0
2014-06-24,1925.0,238.0
2014-06-25,1912.7,237.15
2014-06-26,1927.6,234.55
2014-06-27,1909.2,231.4
2014-06-30,1918.85,243.7
2014-07-01,1920.05,244.2
2014-07-02,1926.85,271.25
2014-07-03,1925.7,270.4
2014-07-04,1935.9,275.55
2014-07-07,1923.0,280.7
2014-07-08,1888.25,258.45
2014-07-09,1873.6,264.9
2014-07-10,1862.05,270.3
2014-07-11,1816.65,248.7
2014-07-14,1846.6,252.8
2014-07-15,1898.9,262.95
2014-07-16,1963.8,281.0
2014-07-17,1954.2,285.65
2014-07-18,1995.8,288.3
2014-07-21,2023.35,288.1
2014-07-22,2016.3,284.8
2014-07-23,2000.05,279.8
2014-07-24,1996.7,275.7
2014-07-25,1985.75,268.05
2014-07-28,395.35,266.0
2014-07-30,401.7,263.65
2014-07-31,391.65,260.55
2014-08-01,387.0,259.25
2014-08-04,390.85,265.45
2014-08-05,392.95,265.8
2014-08-06,383.2,268.5
2014-08-07,381.1,266.15
2014-08-08,371.0,262.1
2014-08-11,376.75,270.0
2014-08-12,381.85,271.35
2014-08-13,373.9,274.4
2014-08-14,377.8,272.4
2014-08-18,394.7,273.6
2014-08-19,397.85,287.15
2014-08-20,394.2,293.15
2014-08-21,398.65,296.9
2014-08-22,402.8,297.7
2014-08-25,398.75,293.35
2014-08-26,397.6,298.0
2014-08-27,398.75,288.25
2014-08-28,397.25,282.85
2014-09-01,405.4,286.5
2014-09-02,409.25,288.85
2014-09-03,413.7,289.1
2014-09-04,416.4,289.3
2014-09-05,415.95,290.15
2014-09-08,420.75,299.8
2014-09-09,418.7,295.2
2014-09-10,416.5,293.45
2014-09-11,418.5,293.45
2014-09-12,416.95,293.5
2014-09-15,411.65,291.8
2014-09-16,399.15,279.7
2014-09-17,397.95,282.45
2014-09-18,405.3,294.6
2014-09-19,407.65,284.95
2014-09-22,408.2,285.8
2014-09-23,399.1,273.1
2014-09-24,397.0,268.25
2014-09-25,377.85,267.9
2014-09-26,389.55,279.95
2014-09-29,386.05,281.45
2014-09-30,377.7,277.55
2014-10-01,379.95,275.15
2014-10-07,373.6,259.9
2014-10-08,379.0,261.15
2014-10-09,387.4,269.8
2014-10-10,379.2,258.9
2014-10-13,386.9,260.5
2014-10-14,397.1,260.15
2014-10-16,393.65,252.95
2014-10-17,401.6,250.35
2014-10-20,417.85,258.9
2014-10-21,423.05,261.9
2014-10-22,424.45,269.0
2014-10-23,423.75,270.0
2014-10-27,426.8,263.85
2014-10-28,424.2,261.4
2014-10-29,425.55,271.95
2014-10-30,430.2,271.85
2014-10-31,439.4,285.65
2014-11-03,445.25,291.5
2014-11-05,457.95,288.75
2014-11-07,469.05,292.9
2014-11-10,460.5,290.7
2014-11-11,466.7,291.5
2014-11-12,481.15,300.7
2014-11-13,473.6,294.25
2014-11-14,476.9,297.25
2014-11-17,475.9,296.1
2014-11-18,474.0,303.1
2014-11-19,470.2,300.15
2014-11-20,466.65,300.25
2014-11-21,476.95,303.05
2014-11-24,478.15,306.3
2014-11-25,470.75,298.7
2014-11-26,470.3,296.8
2014-11-27,469.4,290.35
2014-11-28,481.2,290.25
2014-12-01,489.15,289.0
2014-12-02,493.0,286.15
2014-12-03,499.05,291.25
2014-12-04,499.95,286.2
2014-12-05,498.55,284.55
2014-12-08,496.6,276.8
2014-12-09,488.8,269.2
2014-12-10,489.25,275.25
2014-12-11,490.5,278.1
2014-12-12,483.4,277.45
2014-12-15,476.75,288.05
2014-12-16,472.0,274.5
2014-12-17,474.85,273.75
2014-12-18,487.95,289.95
2014-12-19,490.25,289.9
2014-12-22,498.3,290.3
2014-12-23,493.8,288.15
2014-12-24,494.3,283.05
2014-12-26,494.45,289.2
2014-12-29,494.1,293.1
2014-12-30,498.8,316.0
2014-12-31,502.4,319.05
2015-01-01,503.05,319.55
2015-01-02,514.3,319.35
2015-01-05,517.55,323.8
2015-01-06,499.05,321.85
2015-01-07,498.65,321.1
2015-01-08,501.95,334.55
2015-01-09,494.95,331.15
2015-01-12,501.55,328.45
2015-01-13,504.5,323.0
2015-01-14,499.6,331.25
2015-01-15,514.05,330.6
2015-01-16,514.8,330.85
2015-01-19,528.95,328.35
2015-01-20,551.4,330.5
2015-01-21,547.25,329.35
2015-01-22,564.75,329.4
2015-01-23,565.15,346.9
2015-01-27,592.1,345.15
2015-01-28,590.6,339.25
2015-01-29,599.5,344.15
2015-01-30,588.1,341.05
2015-02-02,617.3,335.9
2015-02-03,586.6,327.8
2015-02-04,558.6,321.25
2015-02-05,565.9,312.2
2015-02-06,563.15,300.2
2015-02-09,553.6,300.15
2015-02-10,554.1,317.85
2015-02-11,569.25,326.1
2015-02-12,578.75,336.6
2015-02-13,581.1,335.35
2015-02-16,570.3,331.25
2015-02-18,569.5,333.8
2015-02-19,565.25,333.85
2015-02-20,561.5,329.0
2015-02-23,549.05,323.4
2015-02-24,551.8,334.05
2015-02-25,553.0,328.2
2015-02-26,552.3,327.3
2015-02-27,567.15,346.25
2015-02-28,612.6,330.75
2015-03-02,647.55,330.35
2015-03-03,631.4,336.55
2015-03-04,612.75,332.0
2015-03-05,616.8,333.05
2015-03-09,591.6,325.0
2015-03-10,585.45,317.55
2015-03-11,583.85,307.8
2015-03-12,584.1,310.25
2015-03-13,570.0,306.25
2015-03-16,568.6,313.3
2015-03-17,580.1,319.55
2015-03-18,581.25,316.65
2015-03-19,563.55,312.9
2015-03-20,556.25,308.15
2015-03-23,555.2,303.85
2015-03-24,558.05,307.1
2015-03-25,562.2,314.75
2015-03-26,544.3,304.2
2015-03-27,546.4,305.0
2015-03-30,563.55,308.55
2015-03-31,560.2,308.2
2015-04-01,569.65,310.95
2015-04-06,569.05,321.25
2015-04-07,557.85,323.9
2015-04-08,555.9,319.15
2015-04-09,572.15,316.7
2015-04-10,568.05,319.8
2015-04-13,566.0,330.8
2015-04-15,550.2,325.75
2015-04-16,550.8,327.5
2015-04-17,533.7,322.75
2015-04-20,518.25,313.5
2015-04-21,523.2,314.45
2015-04-22,540.1,313.7
2015-04-23,538.2,318.6
2015-04-24,527.25,316.3
2015-04-27,524.2,305.95
2015-04-28,535.0,306.1
2015-04-29,551.95,312.85
2015-04-30,567.8,317.55
2015-05-04,568.35,347.2
2015-05-05,565.85,342.7
2015-05-06,543.3,331.2
2015-05-07,527.35,322.8
2015-05-08,540.8,335.1
2015-05-11,551.1,344.05
2015-05-12,532.35,334.9
2015-05-13,558.5,340.45
2015-05-14,555.85,333.95
2015-05-15,562.05,329.0
2015-05-18,567.5,339.35
2015-05-19,561.45,339.85
2015-05-20,558.25,343.05
2015-05-21,570.45,348.4
2015-05-22,568.65,348.95
2015-05-25,562.1,342.9
2015-05-26,564.25,345.25
2015-05-27,577.8,338.9
2015-05-28,574.65,333.0
2015-05-29,585.4,323.85
2015-06-01,578.45,311.55
2015-06-02,553.1,309.15
2015-06-03,550.9,297.25
2015-06-04,556.4,311.2
2015-06-05,548.4,311.3
2015-06-08,553.6,302.15
2015-06-09,558.7,306.55
2015-06-10,564.5,312.95
2015-06-11,546.75,304.25
2015-06-12,551.45,312.05
2015-06-15,550.05,310.05
2015-06-16,551.15,313.2
2015-06-17,549.25,311.0
2015-06-18,550.05,311.0
2015-06-19,551.55,304.6
2015-06-22,572.15,311.05
2015-06-23,571.3,316.05
2015-06-24,571.5,311.55
2015-06-25,570.05,312.55
2015-06-26,565.5,311.2
2015-06-29,562.7,306.65
2015-06-30,558.95,307.9
2015-07-01,578.65,311.3
2015-07-02,584.0,316.05
2015-07-03,585.95,320.8
2015-07-06,584.2,320.1
2015-07-07,586.2,333.05
2015-07-08,576.65,320.65
2015-07-09,571.7,315.15
2015-07-10,578.1,317.1
2015-07-13,581.95,321.4
2015-07-14,583.9,315.9
2015-07-15,584.0,319.65
2015-07-16,608.65,326.9
2015-07-17,602.1,329.3
2015-07-20,599.9,328.8
2015-07-21,584.65,322.65
2015-07-22,589.85,324.5
2015-07-23,583.75,331.35
2015-07-24,580.45,323.9
2015-07-27,555.8,313.95
2015-07-28,561.25,313.45
2015-07-29,567.2,314.7
2015-07-30,565.7,318.35
2015-07-31,573.5,325.0
2015-08-03,576.7,330.7
2015-08-04,580.1,339.15
2015-08-05,580.4,339.85
2015-08-06,584.75,346.75
2015-08-07,580.3,339.55
2015-08-10,575.9,338.55
2015-08-11,571.25,331.8
2015-08-12,557.85,322.2
2015-08-13,567.55,334.7
2015-08-14,570.0,363.75
2015-08-17,561.4,358.3
2015-08-18,561.35,363.45
2015-08-19,554.0,365.5
2015-08-20,533.4,368.55
2015-08-21,525.3,365.05
2015-08-24,482.05,334.6
2015-08-25,502.95,344.8
2015-08-26,495.6,347.85
2015-08-27,509.25,356.55
2015-08-28,508.15,362.65
2015-08-31,507.75,355.45
2015-09-01,480.1,342.25
2015-09-02,466.6,334.55
2015-09-03,486.9,339.4
2015-09-04,468.0,339.35
2015-09-07,449.85,322.65
2015-09-08,473.9,317.55
2015-09-09,486.25,324.05
2015-09-10,482.6,326.2
2015-09-11,481.25,322.95
2015-09-14,496.2,329.95
2015-09-15,482.75,332.8
2015-09-16,494.25,334.2
2015-09-18,517.45,339.7
2015-09-21,528.0,332.9
2015-09-22,509.7,319.1
2015-09-23,511.7,310.85
2015-09-24,513.95,301.85
2015-09-28,506.7,307.2
2015-09-29,504.5,297.4
2015-09-30,495.65,299.0
2015-10-01,496.25,305.05
2015-10-05,513.25,317.85
2015-10-06,506.4,315.8
2015-10-07,496.8,314.55
2015-10-08,491.5,320.75
2015-10-09,490.45,318.55
2015-10-12,487.05,320.75
2015-10-13,490.9,323.55
2015-10-14,495.5,324.5
2015-10-15,498.7,329.0
2015-10-16,504.65,323.7
2015-10-19,506.65,317.7
2015-10-20,509.4,309.85
2015-10-21,511.75,314.2
2015-10-23,525.65,314.15
2015-10-26,521.05,316.35
2015-10-27,521.8,311.3
2015-10-28,482.9,300.65
2015-10-29,468.95,300.1
2015-10-30,475.4,296.25
2015-11-02,478.25,295.55
2015-11-03,474.65,291.2
2015-11-04,472.5,289.45
2015-11-05,463.8,284.1
2015-11-06,465.15,285.05
2015-11-09,464.95,276.05
2015-11-10,468.35,265.6
2015-11-11,480.35,267.5
2015-11-13,484.95,267.35
2015-11-16,481.45,272.1
2015-11-17,475.6,270.75
2015-11-18,463.55,267.3
2015-11-19,463.05,270.75
2015-11-20,459.85,269.7
2015-11-23,462.7,276.5
2015-11-24,463.85,270.25
2015-11-26,465.3,268.0
2015-11-27,471.0,268.25
2015-11-30,469.15,267.7
2015-12-01,461.6,263.25
2015-12-02,459.5,261.4
2015-12-03,462.5,258.85
2015-12-04,460.5,255.55
2015-12-07,462.3,255.1
2015-12-08,458.8,251.05
2015-12-09,450.6,244.0
2015-12-10,449.95,246.9
2015-12-11,440.65,241.15
2015-12-14,431.35,254.55
2015-12-15,436.1,252.1
2015-12-16,438.15,251.65
2015-12-17,435.55,256.3
2015-12-18,432.55,260.2
2015-12-21,442.35,260.6
2015-12-22,446.7,257.6
2015-12-23,452.0,257.3
2015-12-24,450.75,258.1
2015-12-28,455.35,262.0
2015-12-29,458.35,263.55
2015-12-30,455.1,261.75
2015-12-31,449.1,260.9
2016-01-01,449.9,267.55
2016-01-04,438.4,257.95
2016-01-05,436.45,255.7
2016-01-06,430.7,251.8
2016-01-07,409.25,245.0
2016-01-08,413.7,241.4
2016-01-11,417.2,234.05
2016-01-12,406.1,236.6
2016-01-13,406.7,230.2
2016-01-14,390.6,227.8
2016-01-15,374.25,218.25
2016-01-18,373.2,219.3
2016-01-19,393.0,232.85
2016-01-20,387.6,219.4
2016-01-21,409.15,221.3
2016-01-22,424.15,221.75
2016-01-25,420.85,218.4
2016-01-27,415.4,215.35
2016-01-28,405.65,210.85
2016-01-29,408.4,212.25
2016-02-01,399.3,221.1
2016-02-02,390.9,213.25
2016-02-03,380.55,210.2
2016-02-04,382.75,215.7
2016-02-05,399.55,211.1
2016-02-08,408.55,212.05
2016-02-09,399.9,210.4
2016-02-10,393.6,202.85
2016-02-11,377.2,186.85
2016-02-12,391.1,178.05
2016-02-15,417.65,191.15
2016-02-16,405.8,200.35
2016-02-17,403.1,212.5
2016-02-18,398.05,210.4
2016-02-19,392.5,209.4
2016-02-22,397.15,205.9
2016-02-23,385.15,204.2
2016-02-24,386.65,200.15
2016-02-25,378.2,198.45
2016-02-26,386.35,200.1
2016-02-29,375.75,196.7
2016-03-01,392.0,206.9
2016-03-02,407.25,218.8
2016-03-03,417.15,227.5
2016-03-04,416.05,225.15
2016-03-08,411.75,228.25
2016-03-09,416.85,226.0
2016-03-10,413.0,226.45
2016-03-11,412.8,231.2
2016-03-14,415.45,232.4
2016-03-15,418.85,228.25
2016-03-16,424.6,228.55
2016-03-17,428.15,235.7
2016-03-18,436.1,241.95
2016-03-21,444.5,243.85
2016-03-22,441.25,239.55
2016-03-23,437.5,238.3
2016-03-28,422.9,235.65
2016-03-29,429.45,237.85
2016-03-30,444.25,245.95
2016-03-31,444.15,247.7
2016-04-01,449.9,242.9
2016-04-04,444.75,242.55
2016-04-05,432.6,226.25
2016-04-06,424.65,224.35
2016-04-07,426.65,216.8
2016-04-08,421.6,219.25
2016-04-11,429.8,229.05
2016-04-12,434.05,233.6
2016-04-13,440.5,233.55
2016-04-18,445.25,231.3
2016-04-20,459.1,233.5
2016-04-21,467.95,229.35
2016-04-22,475.85,230.1
2016-04-25,469.9,231.8
2016-04-26,480.2,229.1
2016-04-27,465.5,241.25
2016-04-28,468.05,235.45
2016-04-29,472.4,238.2
2016-05-02,471.8,232.95
2016-05-03,470.55,235.5
2016-05-04,462.45,208.25
2016-05-05,461.05,198.0
2016-05-06,461.45,194.55
2016-05-09,477.1,196.75
2016-05-10,487.95,194.55
2016-05-11,498.2,193.0
2016-05-12,492.55,195.15
2016-05-13,490.65,188.55
2016-05-16,486.45,185.8
2016-05-17,503.35,183.25
2016-05-18,501.1,183.2
2016-05-19,490.5,171.55
2016-05-20,490.6,177.95
2016-05-23,486.5,181.1
2016-05-24,488.95,180.85
2016-05-25,502.15,182.85
2016-05-26,519.0,184.8
2016-05-27,512.4,191.7
2016-05-30,513.7,190.25
2016-05-31,515.2,192.15
2016-06-01,511.95,202.3
2016-06-02,524.35,205.2
2016-06-03,542.65,204.55
2016-06-06,532.85,203.7
2016-06-07,534.4,206.5
2016-06-08,539.0,203.4
2016-06-09,542.6,201.9
2016-06-10,541.05,202.75
2016-06-13,531.15,202.6
2016-06-14,529.65,208.6
2016-06-15,528.8,207.0
2016-06-16,523.45,208.5
2016-06-17,526.9,207.7
2016-06-20,522.45,206.8
2016-06-21,517.4,203.25
2016-06-22,516.2,207.35
2016-06-23,526.4,207.15
2016-06-24,510.5,201.9
2016-06-27,514.45,203.85
2016-06-28,514.0,202.9
2016-06-29,517.85,203.05
2016-06-30,533.5,206.85
2016-07-01,542.9,204.3
2016-07-04,543.85,213.25
2016-07-05,539.7,214.55
2016-07-07,542.25,210.05
2016-07-08,546.45,207.05
2016-07-11,544.4,217.45
2016-07-12,561.0,218.0
2016-07-13,556.85,217.3
2016-07-14,560.25,216.9
2016-07-15,565.05,220.5
2016-07-18,571.0,217.95
2016-07-19,565.45,220.6
2016-07-20,558.25,221.4
2016-07-21,538.05,223.2
2016-07-22,537.7,225.35
2016-07-25,538.1,226.15
2016-07-26,553.8,224.4
2016-07-27,548.85,228.7
2016-07-28,543.85,225.25
2016-07-29,546.15,232.4
2016-08-01,550.55,228.55
2016-08-02,549.65,224.65
2016-08-03,549.35,222.85
2016-08-04,547.5,227.9
2016-08-05,567.25,234.0
2016-08-08,571.15,240.65
2016-08-09,574.1,239.75
2016-08-10,567.9,258.45
2016-08-11,569.75,253.5
2016-08-12,591.0,258.25
2016-08-16,583.3,273.55
2016-08-17,589.5,267.65
2016-08-18,593.15,275.45
2016-08-19,588.55,273.05
2016-08-22,580.25,270.55
2016-08-23,582.5,272.5
2016-08-24,583.4,270.1
2016-08-25,586.55,261.75
2016-08-26,586.4,257.7
2016-08-29,589.15,262.6
2016-08-30,591.15,262.95
2016-08-31,596.85,262.95
2016-09-01,596.65,258.7
2016-09-02,599.2,268.2
2016-09-06,635.9,270.6
2016-09-07,625.1,272.25
2016-09-08,629.35,275.6
2016-09-09,613.1,272.2
2016-09-12,592.1,260.0
2016-09-14,601.8,264.7
2016-09-15,588.75,267.4
2016-09-16,602.2,271.15
2016-09-19,594.35,276.15
2016-09-20,592.95,270.1
2016-09-21,598.9,269.7
2016-09-22,591.8,275.35
2016-09-23,557.45,275.1
2016-09-26,547.4,270.4
2016-09-27,541.0,264.7
2016-09-28,549.1,271.0
2016-09-29,539.3,256.8
2016-09-30,541.35,256.75
2016-10-03,550.9,264.5
2016-10-04,546.6,268.7
2016-10-05,535.7,265.45
2016-10-06,530.8,264.9
2016-10-07,533.85,266.85
2016-10-10,531.55,264.0
2016-10-13,518.8,251.1
2016-10-14,520.65,254.35
2016-10-17,519.0,250.75
