AAPL,MSFT,AMZN,GOOG,FB,TSLA,GOOGL,NVDA,CMCSA,ADBE,INTC,CSCO,NFLX,PEP,AVGO,TMUS,TXN,COST,AMGN,CHTR,SBUX,AMAT,INTU,ISRG,AMD,BKNG,MU,LRCX,MDLZ,ADP,GILD,FISV,CSX,ATVI,MELI,ADSK,ADI,ILMN,NXPI,BIDU,VRTX,REGN,ASML,KDP,MNST,KLAC,ROST,MAR,IDXX,ALGN
0.08166478622843415,0.04426420240364172,0.04018824091489327,0.03874168221381481,0.04527539235611643,0.05256600113616539,0.03872649176502144,0.058515825930757694,0.026190118264474076,0.044213045409355674,0.04171446880540439,0.03516246551820222,0.03605210049438899,0.021588055116089862,0.05275382483082877,0.02684685869037005,0.04260973524750778,0.022731861991251323,0.028380785693904963,0.026812475922007497,0.030172306884184923,0.05322959783505408,0.04094960918988578,0.03792739486122469,0.05654710245662794,0.03286882575222865,0.05317679561176654,0.055478276036521335,0.023104720734067618,0.029977195021361463,0.020707266384432276,0.03114630879092766,0.03448015964418003,0.03780975720396267,0.04868800025790454,0.045591171372212566,0.043814087798524096,0.039963405621632565,0.048104155542599995,0.038863774738586515,0.034424861848090245,0.030364907853101118,0.04422642021402154,0.015348185048930641,0.027385384825827096,0.051125226253836906,0.028273973749749996,0.03028259641914949,0.03503174293564701,0.04624002062244734
0.04426420240364172,0.06915962226193972,0.04516605423966489,0.044707962010807165,0.04366143820871203,0.05150671342034538,0.04455478145398387,0.059768818023909695,0.028888812045127096,0.05205059501767634,0.04649927176805976,0.03786358447799563,0.045159122082624736,0.024116561628659838,0.046800520547136695,0.03145267958739735,0.04299054035343926,0.02439498043266422,0.029992400328180718,0.027279344934975365,0.03369826901255109,0.05327088264473865,0.04622643317194606,0.04061230585669533,0.053013708176787376,0.035275563413758954,0.053984519300619316,0.05490516065843581,0.027242343681897364,0.035907208180731134,0.023776055537892884,0.03666309339514642,0.03433505087318303,0.040867897354562,0.05010260497960185,0.05135824389414287,0.043238604297575894,0.041542380912685015,0.04381493390775087,0.0370493148853575,0.040867969806524525,0.030660154791092277,0.0441763473149783,0.018649775421850374,0.031135285216913784,0.05082374413247901,0.02881839228172661,0.030300005396760612,0.035468689603897666,0.0482293978450059
0.04018824091489327,0.04516605423966489,0.09212842985668754,0.04733093467805157,0.05471525118806301,0.05788249798376353,0.04720476229593435,0.05562007853751057,0.02322216315118425,0.0503017795237157,0.03482839415798815,0.03060898832644004,0.06311835514631997,0.017120419372677654,0.04195938411299029,0.030086891456035516,0.03670833381983607,0.022646032612113592,0.028161486851924582,0.02719964095750365,0.030752487915055703,0.044227814000264314,0.038487728053169606,0.03427919674785536,0.05650343188006563,0.037370269013864484,0.04794371287233067,0.04623136815060113,0.02076604092626656,0.02610216919584952,0.023858402382795612,0.02668703446997261,0.02696898024577381,0.04357715507330982,0.055383137113884706,0.0472479164426164,0.03551216448791783,0.04373247341477823,0.041139594511698435,0.04181568448600466,0.04026232756630464,0.035744889444157324,0.037925312593917224,0.01574592894835789,0.029280727460621617,0.0416715530090449,0.022015862402749213,0.0248118447239479,0.032930892803743256,0.04219413579610795
0.03874168221381481,0.044707962010807165,0.04733093467805157,0.0664057189294584,0.050545613266733846,0.04786938161966733,0.0658416012298424,0.05227185393649887,0.02595990556017377,0.045417080106341816,0.03654427113220855,0.03119472122195854,0.0490610889586865,0.019652370118228835,0.04161780739906134,0.029553028730002703,0.037196295834349996,0.02067229783660838,0.028318822728289308,0.025678997713935083,0.03233185156614698,0.04687277763977672,0.03925008614148824,0.036337129771617106,0.04234046714355978,0.0396453615146622,0.05028794779732222,0.04831034122315843,0.02353653304557809,0.030345530472225195,0.023857105420499913,0.033191107369051426,0.03062813965764,0.03740660050063003,0.04655765796955662,0.045299005972800566,0.03776952694833565,0.041104878431654335,0.040324656844895425,0.041762467079011635,0.0416284518127108,0.03146240972557949,0.03861193870512942,0.016100956876624016,0.027705442476528484,0.04258379816131116,0.02903208357041266,0.03170194476916355,0.033248813110644565,0.050397513493637074
0.04527539235611643,0.04366143820871203,0.05471525118806301,0.050545613266733846,0.1174383253606717,0.058914225448257335,0.050776246188473546,0.058831451986381844,0.025375973915623084,0.05130571537912799,0.03847686047051832,0.03039349359346838,0.056748468276902254,0.020118455493159323,0.04954496954136105,0.03346692052980948,0.039440588409090545,0.01954079004284105,0.0316033886765442,0.030284319896549054,0.034046130355828236,0.0491827028180078,0.04241597633445732,0.03747461140107321,0.052978811498364135,0.04245714701942702,0.05480456444706155,0.05250354031508201,0.022239488307862924,0.030595413946965532,0.026235905434383682,0.03432267833602753,0.030305475664305335,0.040681334213806826,0.05542567678669267,0.050044524601192325,0.04068402304571833,0.04576626177164753,0.04812810536232729,0.04938697218114479,0.046800747074328734,0.038635281514996185,0.04314793734908851,0.01785171605377766,0.029812541183755988,0.047112858571827586,0.027272716905754,0.032538916427541996,0.03618263447624158,0.051111194016087796
0.05256600113616539,0.05150671342034538,0.05788249798376353,0.04786938161966733,0.058914225448257335,0.3190353695597546,0.048112202835946055,0.07662914392186332,0.028805326287423532,0.06063909295319428,0.04642167529731398,0.03661778443572867,0.07423477766102454,0.019799223166023665,0.06943731404995492,0.04175985589250794,0.047876651713896864,0.022401019670575097,0.032637217539155244,0.03416021119065507,0.03918931994820123,0.07056184505225345,0.05115688247437052,0.053784143868805534,0.0848019209142528,0.048883629500981025,0.07405946207726516,0.07598476447975257,0.030452885310622756,0.03543573030425527,0.032911143456602794,0.03920747398612311,0.03874919232478719,0.043756042202231074,0.08075284672444447,0.06130195514365825,0.05539505679479951,0.06117084467561778,0.07037484551114793,0.06778483849017036,0.046614379558145805,0.03876405328142094,0.06098738666560875,0.026007838861148977,0.03198803939355873,0.06418653695579479,0.04205878418290912,0.04287877344286547,0.04373047793774572,0.06492378246342734
0.03872649176502144,0.04455478145398387,0.04720476229593435,0.0658416012298424,0.050776246188473546,0.048112202835946055,0.06609303075164738,0.05254705078204238,0.026091094244086566,0.04575740676252191,0.03679064880006953,0.03132801172048053,0.048779064889467226,0.02004496353514796,0.04182322788762353,0.029684452211098233,0.03747000482718986,0.020898335324959032,0.02830237375930579,0.0256813788372036,0.03211946298776746,0.04723281391868858,0.03955069338014369,0.03645487938926518,0.04221089605604424,0.039781732493902246,0.050341074646044454,0.04864676704407949,0.02363249650358525,0.030486056174484955,0.024025867357561525,0.03338403594718296,0.030748499967791672,0.0375506660142646,0.04674616697696589,0.045800904871139844,0.03812958600606617,0.04120317997287339,0.04077643780824877,0.041994024552309224,0.04157640053984541,0.031825904902832075,0.038952878151816445,0.016552509912082073,0.027801892600813866,0.04309416053958059,0.029392020015847477,0.03187632944155825,0.03352504736313773,0.05029098267108673
0.058515825930757694,0.059768818023909695,0.05562007853751057,0.05227185393649887,0.058831451986381844,0.07662914392186332,0.05254705078204238,0.17083551169278147,0.03337461291130901,0.06648070233579643,0.06323226257371233,0.04774036256552373,0.06474341376551736,0.024203716311211366,0.0759665461006501,0.04230377493923746,0.06861250779921568,0.028197024527672816,0.037015970271060974,0.03553190823431634,0.03718054110063006,0.08853231815432253,0.05944980159704524,0.05455417359071696,0.11887326145512028,0.04575599113651847,0.09958212018506887,0.08768903445083946,0.028401237231621485,0.04043687560534484,0.02804674677656224,0.042961619622425985,0.04460336151724863,0.0557791933431836,0.07207844465898956,0.06884153477162779,0.07196388972210846,0.05846887981580817,0.07603672785760857,0.057013040464700473,0.049203503174324904,0.04295794898337952,0.07127144069922914,0.020658152477955147,0.039572004201662854,0.08018151283238764,0.03732252445038761,0.04087108250779482,0.04907984523542174,0.06900480779819748
0.026190118264474076,0.028888812045127096,0.02322216315118425,0.02595990556017377,0.025375973915623084,0.028805326287423532,0.026091094244086566,0.03337461291130901,0.055727080760660026,0.029429611718584284,0.030948508748628974,0.027621887357352763,0.024478378150306516,0.02121442702748086,0.03217361666388306,0.02640409393426907,0.030410477932694163,0.01996832559826267,0.025140243301502434,0.0368521527114826,0.02704977356512527,0.03610978905289245,0.02991017436187695,0.02440732676577181,0.03305700405796523,0.030660600297075593,0.03859989012123403,0.03619073897233181,0.022738041806665145,0.02847183270079177,0.021148775479220085,0.02893956147435372,0.030965558121330564,0.023661575450272906,0.03218361894180914,0.032748854503487496,0.031268099691995836,0.026650059795036422,0.034647048513568264,0.02315440719661412,0.030636997935823154,0.025788632356645264,0.029165026312884,0.01456953657676017,0.024339552510360955,0.034014744341722,0.02836903194487417,0.030948138141619966,0.02210121578205621,0.028815291920811437
0.044213045409355674,0.05205059501767634,0.0503017795237157,0.045417080106341816,0.05130571537912799,0.06063909295319428,0.04575740676252191,0.06648070233579643,0.029429611718584284,0.08745718390760991,0.04399841676861473,0.03755531965651186,0.05635658449234448,0.023619859709209868,0.049938755020562005,0.037857114130796815,0.045171677165038254,0.02530908838874059,0.03335261720349184,0.030384245190390527,0.03530091057860552,0.057737365300713016,0.051193226419798454,0.044067802955721706,0.062714852655687,0.03981026382700956,0.05964067355104987,0.057420244880831466,0.026499753942727383,0.03630107485620437,0.027317755507709148,0.03829904586269404,0.03445391078085051,0.0487638737127326,0.060002598952586216,0.06512315653894235,0.048176815332034446,0.05031441006498195,0.05086652257049749,0.04469808642593632,0.04537005251658548,0.03841127083672678,0.04953852707885214,0.0205616730908097,0.03397538621399332,0.054424073064293234,0.03007043109792277,0.031616326550344735,0.04015211172255765,0.05366828989714357
