AAPL,MSFT,AMZN,GOOG,FB,TSLA,GOOGL,NVDA,CMCSA,ADBE,INTC,CSCO,NFLX,PEP,AVGO,TMUS,TXN,COST,AMGN,CHTR,SBUX,AMAT,INTU,ISRG,AMD,BKNG,MU,LRCX,MDLZ,ADP,GILD,FISV,CSX,ATVI,MELI,ADSK,ADI,ILMN,NXPI,BIDU,VRTX,REGN,ASML,KDP,MNST,KLAC,ROST,MAR,IDXX,ALGN
0.06329566834242156,0.020140400220262443,0.017662830074402686,0.017529070923059793,0.023459540701143106,0.021203841321407745,0.017544021088959694,0.0221854557321183,0.01259909963785668,0.016729421084912544,0.01816634266673243,0.017270278948160633,0.008907617419140694,0.00871889135197387,0.034123187258013256,0.012330885862419778,0.02146239269929229,0.009845047555709474,0.01672415139774092,0.015726203569988235,0.015480522585961047,0.022593617679368908,0.017412364224303326,0.012150963685557063,0.022728333250344852,0.01977230105913813,0.027222478530969676,0.024678262524595818,0.011983653172894211,0.013512484218669116,0.016496237032562474,0.015610023323183505,0.017921405318257106,0.019993737680058056,0.022262489528616047,0.02039940225378778,0.023093154368569957,0.02337476901355493,0.028843730179609818,0.022065355354215693,0.019305143851932445,0.02242158034347191,0.019313131912240395,0.007329443378152978,0.012550808315531282,0.017576747476030382,0.011843830056341884,0.015581487179585293,0.012127188369388963,0.017208660202132693
0.020140400220262443,0.05698996771787388,0.027293564758691796,0.02653495633471851,0.023847403607732038,0.02529465112548034,0.025772339133322244,0.027580899868375305,0.016124767577700597,0.02443784589115612,0.026575070410784028,0.02162210734985068,0.025169782944335615,0.012236320151660422,0.027776764243062347,0.018762994417057328,0.023444333048338015,0.013070853025921649,0.018593957518069953,0.017197795760200956,0.021322430508083634,0.023802794267598577,0.022983468064305665,0.016733628492806508,0.023663823711115285,0.02353414215834352,0.031135219817201413,0.025968246894691367,0.0198886710888545,0.018319272634556127,0.01730305194027336,0.019524020286147133,0.019790140267215407,0.0243166750489177,0.025611736116496312,0.02788694246405402,0.02337974208687514,0.02438228374096169,0.02619628310563239,0.025044705028860942,0.027526716294889633,0.02175622989866847,0.02020870649952999,0.01124130580578247,0.01799499784595877,0.020462778440396227,0.013460497816910631,0.01945410049111811,0.01485064023007706,0.02289851725275136
0.017662830074402686,0.027293564758691796,0.09469190290852958,0.037606548789311474,0.04456032136092474,0.04292844224735266,0.03765773814437274,0.02573779000279574,0.017510229021261727,0.02990628232854568,0.01799163304104236,0.019068791451630943,0.04965073057774587,0.012371081228410867,0.030496084468240713,0.022980872551219913,0.022314627402284803,0.01511784686216122,0.025656658808890648,0.02250936524022341,0.030050134326372425,0.02215139643563117,0.02125123654110902,0.016082751423306604,0.026162303294192835,0.038140667423487075,0.02931826067386371,0.027653231855659394,0.02020989241704621,0.018537034627222098,0.024550223540842124,0.02101059863263657,0.020006597138072225,0.030743927736659113,0.03768386640699078,0.02824620578641311,0.02175498342542636,0.03467981668240549,0.03253297350351463,0.036608680641827054,0.03412311923574096,0.03435212445881094,0.019869508012871403,0.012127891797076639,0.023308692884242442,0.019013991579484232,0.0185393016018703,0.02099982892947007,0.017765482188248357,0.021372099023585594
0.017529070923059793,0.02653495633471851,0.037606548789311474,0.054974754402991655,0.034638019124907035,0.030939620590728453,0.054146741737430164,0.02270249317998399,0.014400397002941878,0.02399915685021173,0.017186306263969525,0.01608139421690732,0.03795161049606976,0.010780795291756582,0.02730718106447858,0.018133277430396576,0.019772946165801965,0.01270176581505974,0.02244785933381545,0.016735678130476096,0.022122952017367213,0.01948663619606021,0.02056514344903299,0.015154323545600238,0.010807391902576976,0.03104792083584516,0.02961915002474481,0.02196704964405674,0.017745564676070948,0.017356663550393028,0.020269355406338927,0.018391823680623365,0.017398744865053044,0.022712419926633632,0.028881259469587403,0.023084983040814872,0.019776976410988478,0.030710636293566396,0.026281917582393538,0.03288703983516734,0.0371075182135671,0.02788751330367387,0.01721995220191855,0.011590495629314593,0.015846713206099015,0.015972472177149206,0.016478041414116067,0.018205072601017364,0.016714399330852208,0.032623038369571464
0.023459540701143106,0.023847403607732038,0.04456032136092474,0.034638019124907035,0.12192019003379115,0.04742242988379821,0.03485647224204867,0.026436326823039896,0.015178151875132018,0.030605187360178438,0.02094737859180898,0.017129270904128805,0.045354511101140575,0.011826993030966272,0.03768853046413811,0.025015025215186157,0.024348298638829122,0.011296593276677633,0.028884102312871043,0.021466271272797256,0.025947432659740078,0.02415612297010119,0.023721064062164864,0.015881792018626512,0.02685657073927559,0.038568400430175925,0.035084479052588415,0.02850516097529921,0.01730137603030259,0.018429963955687204,0.028954851888318874,0.022668370494795007,0.01825631057728279,0.025524043602335296,0.04394350437023474,0.030591060957922623,0.023510867845424607,0.03591871967306953,0.03365586174013093,0.048449558711512866,0.04494478711824426,0.039811886665283173,0.023022178070074645,0.012230219735137235,0.019488372389802146,0.021826148169536066,0.01687081592978642,0.02181070166811722,0.018531517709295058,0.02779876883637287
0.021203841321407745,0.02529465112548034,0.04292844224735266,0.030939620590728453,0.04742242988379821,0.24971824535608697,0.031109010069946673,0.031188518100595586,0.019039999872081683,0.033517234322868523,0.020335561599164585,0.02522859346434048,0.06409482902109584,0.009722392627541257,0.04505546054324928,0.03364820804746215,0.02610671458523538,0.011444589953025079,0.02677818079988194,0.02467082333714481,0.02494139502037539,0.03188035793032368,0.02501485784885981,0.03069391795098054,0.051771011549429986,0.04973933935230079,0.0535892246795298,0.03651241778228264,0.023959209312162836,0.02117763376455991,0.03268476079517338,0.020037976523337536,0.020512040605706657,0.026763327694511348,0.04797712634259266,0.03246337678567405,0.028611701397551564,0.049920790333009835,0.04228746563204667,0.04463570770769095,0.039532493977654355,0.04354983651659911,0.028950410498551668,0.008819916758128167,0.014744862119193654,0.024132837069331902,0.015600307483068778,0.020726775510038174,0.01899156106500892,0.031343309249668265
0.017544021088959694,0.025772339133322244,0.03765773814437274,0.054146741737430164,0.03485647224204867,0.031109010069946673,0.054252251923177994,0.022485581364498974,0.01471951266363439,0.02430632743002626,0.016918689340328495,0.01619420384477526,0.03736418989317243,0.011065520619883478,0.026885214987013156,0.018245807697614313,0.0196801864223412,0.012976685096943876,0.02237891263885889,0.016890041820364212,0.021920895735528204,0.01895661703174161,0.02064357328151247,0.01503450138833965,0.010351349385459396,0.030910597004258914,0.028930018004910015,0.021741998307025345,0.017725229470397175,0.017229010772862836,0.020370777301853583,0.01847615989135192,0.01736680255253937,0.022630964904634968,0.029105676116792583,0.023561403051008754,0.019682913719771558,0.03056787191846444,0.026277465182946318,0.032804775951459995,0.03691072935406708,0.02818650783610154,0.01721270986880847,0.01196628759732027,0.016104655290593035,0.016026865556186806,0.01667194896565243,0.018621354007099102,0.01702114579579866,0.031931533336174225
0.0221854557321183,0.027580899868375305,0.02573779000279574,0.02270249317998399,0.026436326823039896,0.031188518100595586,0.022485581364498974,0.11286054751294256,0.0185889914443047,0.029129014872462312,0.03005492863998812,0.0263902397521786,0.03319629604605483,0.00960175290698834,0.0460785267015285,0.025007591357530456,0.03566472542754476,0.012949437040846196,0.02233611894045246,0.02026188011729756,0.02015873870798952,0.040236208488370846,0.024694506738697365,0.0173110187756186,0.060099770960518446,0.02904246099728464,0.05869789045294799,0.0377445405493379,0.016527405202452536,0.020109972478277192,0.018637622143319467,0.02263223870829784,0.022074654228161832,0.027282401816881855,0.0340860019922392,0.0333627319612197,0.040602283794117754,0.03399420323966231,0.05113957722601501,0.0311190946541771,0.026082857425415308,0.028942300436231812,0.030559947433001177,0.009611699152687565,0.026467560589997146,0.031188393836967785,0.017794356958369766,0.022708011810707286,0.017482155376875516,0.028851094034746783
0.01259909963785668,0.016124767577700597,0.017510229021261727,0.014400397002941878,0.015178151875132018,0.019039999872081683,0.01471951266363439,0.0185889914443047,0.03620289639307239,0.017425477288411238,0.014881940495331805,0.015288649898200071,0.014919701203539039,0.010850255455068998,0.020353021154313183,0.01475049221627727,0.016602821477698006,0.012509858517694457,0.01986495010695944,0.027662311549844762,0.01447490942745653,0.01923915282741289,0.01737547425682817,0.011571378344876699,0.024368217442624567,0.016609515139080763,0.026709507467109355,0.020594441814178525,0.014224100183673562,0.016180280672093917,0.018885700205520547,0.01752424875199639,0.0184730378084406,0.01447303903614641,0.02001061823559213,0.020326123223527337,0.017933216022591833,0.019635718704992117,0.020440624801420542,0.015285716173520885,0.028184797083544228,0.024864748055863046,0.0167695003824668,0.010567303382629517,0.013958459435035155,0.016224055664256155,0.013047348507937947,0.01827074204555787,0.013020702505799068,0.017521488355708194
0.016729421084912544,0.02443784589115612,0.02990628232854568,0.02399915685021173,0.030605187360178438,0.033517234322868523,0.02430632743002626,0.029129014872462312,0.017425477288411238,0.06128869730537838,0.020081483172537693,0.02053921154569887,0.03072719224620092,0.011812372870580198,0.030555761099221288,0.02685961855396439,0.023149187077376968,0.012470575580787633,0.025171568953368435,0.02133204944730935,0.023653969672459186,0.027820316612505832,0.026195035173872668,0.017703761860507913,0.03053512850384653,0.030028604115062116,0.03803987446558376,0.028051650288424733,0.020312517906102213,0.020517196223482317,0.025213813131404597,0.02176047533386058,0.020797512482758438,0.028319810718033953,0.03113678692514514,0.03746730793728073,0.026944382731100596,0.03375915295900438,0.03547307947949624,0.03166582287032237,0.0322964939065146,0.03167702432544272,0.022696554751673467,0.013997024696269322,0.019852309091242224,0.02241533426891218,0.018215601884704977,0.02257747758065432,0.0194749661130774,0.026989135912380408
